id,givenName,familyName,middleName,unaccentedGivenName,unaccentedFamilyName,unaccentedMiddleName,nickName,honorificPrefix,honorificSuffix,honorificTitle,birthYear,deathYear,congresses
A000181,Alexander,Anderson,Outlaw,Alexander,Anderson,Outlaw,,,,,1794,1869,"[{""position"":""Senator"",""congressNumber"":26,""stateName"":""TN"",""parties"":[""Democrat""]}]"
A000186,Clinton,Anderson,Presba,Clinton,Anderson,Presba,,,,,1895,1975,"[{""position"":""Representative"",""congressNumber"":79,""stateName"":""NM"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":90,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":92,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":77,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":84,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":85,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":86,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":87,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":91,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":78,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":81,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":89,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":82,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":83,""stateName"":""NM"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":88,""stateName"":""NM"",""parties"":[""Democrat""]}]"
A000197,Joseph,Anderson,Inslee,Joseph,Anderson,Inslee,,,,,1757,1837,"[{""position"":""Senator"",""congressNumber"":5,""stateName"":""TN"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":6,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""TN"",""parties"":[""Democratic Republican""]}]"
A000202,Wendell,Anderson,Richard,Wendell,Anderson,Richard,,,,,1933,2016,"[{""position"":""Senator"",""congressNumber"":94,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":95,""stateName"":""MN"",""parties"":[""Democrat""]}]"
A000244,Charles,Andrews,Oscar,Charles,Andrews,Oscar,,,,,1877,1946,"[{""position"":""Senator"",""congressNumber"":74,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":75,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":76,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":77,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":78,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":79,""stateName"":""FL"",""parties"":[""Democrat""]}]"
A000208,Mark,Andrews,,Mark,Andrews,,,,,,1926,2020,"[{""position"":""Representative"",""congressNumber"":88,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":89,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":90,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":91,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":92,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":93,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":99,""stateName"":""ND"",""parties"":[""Republican""]}]"
A000258,Levi,Ankeny,,Levi,Ankeny,,,,,,1844,1921,"[{""position"":""Senator"",""congressNumber"":58,""stateName"":""WA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":59,""stateName"":""WA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":60,""stateName"":""WA"",""parties"":[""Republican""]}]"
A000262,Henry,Anthony,Bowen,Henry,Anthony,Bowen,,,,,1815,1884,"[{""position"":""Senator"",""congressNumber"":36,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":37,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":38,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":39,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":40,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":41,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":42,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":43,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":44,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":45,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":46,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":47,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":48,""stateName"":""RI"",""parties"":[""Republican""]}]"
A000275,William,Archer,Segar,William,Archer,Segar,,Mr.,,,1789,1855,"[{""position"":""Representative"",""congressNumber"":16,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1819-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":20,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1827-04-09"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":21,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1829-04"",""electionCirca"":true},{""position"":""Senator"",""congressNumber"":28,""stateName"":""VA"",""parties"":[""Whig""]},{""position"":""Representative"",""congressNumber"":17,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1821-04-01"",""electionCirca"":true},{""position"":""Senator"",""congressNumber"":27,""stateName"":""VA"",""parties"":[""Whig""]},{""position"":""Representative"",""congressNumber"":18,""stateName"":""VA"",""parties"":[""Crawford Republican""],""electionDate"":""1823-03-31"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":22,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1831-08-02"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":23,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1833-04"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":29,""stateName"":""VA"",""parties"":[""Whig""]},{""position"":""Representative"",""congressNumber"":19,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1825-04"",""electionCirca"":true}]"
A000279,David,Armstrong,Hartley,David,Armstrong,Hartley,,,,,1812,1893,"[{""position"":""Senator"",""congressNumber"":45,""stateName"":""MO"",""parties"":[""Democrat""]}]"
A000282,John,Armstrong,,John,Armstrong,,,,Jr.,,1758,1843,"[{""position"":""Delegate"",""congressNumber"":1,""stateName"":""PA""},{""position"":""Senator"",""congressNumber"":6,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":7,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":8,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionCirca"":false}]"
A000219,William,Armstrong,Lester,William,Armstrong,Lester,,,,,1937,2016,"[{""position"":""Representative"",""congressNumber"":93,""stateName"":""CO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""CO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""CO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":96,""stateName"":""CO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""CO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""CO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":99,""stateName"":""CO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""CO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""CO"",""parties"":[""Republican""]}]"
A000295,Samuel,Arnold,Greene,Samuel,Arnold,Greene,,,,,1821,1880,"[{""position"":""Senator"",""congressNumber"":37,""stateName"":""RI"",""parties"":[""Republican""]}]"
A000356,John,Ashcroft,David,John,Ashcroft,David,,,,,1942,,"[{""position"":""Senator"",""congressNumber"":104,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""MO"",""parties"":[""Republican""]}]"
A000311,Chester,Ashley,,Chester,Ashley,,,,,,1790,1848,"[{""position"":""Senator"",""congressNumber"":28,""stateName"":""AR"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":29,""stateName"":""AR"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":30,""stateName"":""AR"",""parties"":[""Democrat""]}]"
A000317,Eli,Ashmun,Porter,Eli,Ashmun,Porter,,,,,1770,1819,"[{""position"":""Senator"",""congressNumber"":14,""stateName"":""MA"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""MA"",""parties"":[""Federalist""]}]"
A000319,Henry,Ashurst,Fountain,Henry,Ashurst,Fountain,,,,,1874,1962,"[{""position"":""Senator"",""congressNumber"":62,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":63,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":64,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":65,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":66,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":67,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":68,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":69,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":70,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":71,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":74,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":75,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":76,""stateName"":""AZ"",""parties"":[""Democrat""]}]"
A000322,David,Atchison,Rice,David,Atchison,Rice,,,,,1807,1886,"[{""position"":""Senator"",""congressNumber"":28,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":29,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":30,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":31,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":32,""stateName"":""MO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":33,""stateName"":""MO"",""parties"":[""Democrat""]}]"
A000323,Charles,Atherton,Gordon,Charles,Atherton,Gordon,,Mr.,,,1804,1853,"[{""position"":""Representative"",""congressNumber"":25,""stateName"":""NH"",""parties"":[""Democrat""],""electionDate"":""1837-03-14"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":26,""stateName"":""NH"",""parties"":[""Democrat""],""electionDate"":""1839-03-12"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":27,""stateName"":""NH"",""parties"":[""Democrat""],""electionDate"":""1841-03-09"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":28,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":29,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":30,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":33,""stateName"":""NH"",""parties"":[""Democrat""]}]"
A000342,Warren,Austin,Robinson,Warren,Austin,Robinson,,,,,1877,1962,"[{""position"":""Senator"",""congressNumber"":72,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":74,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":75,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":76,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":77,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":78,""stateName"":""VT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":79,""stateName"":""VT"",""parties"":[""Republican""],""electionCirca"":false}]"
A000368,Kelly,Ayotte,,Kelly,Ayotte,,,,,,1968,,"[{""position"":""Senator"",""congressNumber"":112,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""NH"",""parties"":[""Republican""]}]"
B000010,Nathan,Bachman,Lynn,Nathan,Bachman,Lynn,,,,,1878,1937,"[{""position"":""Senator"",""congressNumber"":72,""stateName"":""TN"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":73,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":74,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":75,""stateName"":""TN"",""parties"":[""Democrat""]}]"
B000014,Augustus,Bacon,Octavius,Augustus,Bacon,Octavius,,,,,1839,1914,"[{""position"":""Senator"",""congressNumber"":54,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":55,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":56,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":57,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":58,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":59,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":60,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":61,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":62,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":63,""stateName"":""GA"",""parties"":[""Democrat""]}]"
B000022,George,Badger,Edmund,George,Badger,Edmund,,,,,1795,1866,"[{""position"":""Senator"",""congressNumber"":29,""stateName"":""NC"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":30,""stateName"":""NC"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":31,""stateName"":""NC"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":32,""stateName"":""NC"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":33,""stateName"":""NC"",""parties"":[""Whig""]}]"
B000030,Arthur,Bagby,Pendleton,Arthur,Bagby,Pendleton,,,,,1794,1858,"[{""position"":""Senator"",""congressNumber"":27,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":28,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":29,""stateName"":""AL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":30,""stateName"":""AL"",""parties"":[""Democrat""]}]"
B000039,James,Bailey,Edmund,James,Bailey,Edmund,,,,,1822,1885,"[{""position"":""Senator"",""congressNumber"":44,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":45,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":46,""stateName"":""TN"",""parties"":[""Democrat""]}]"
B000044,Joseph,Bailey,Weldon,Joseph,Bailey,Weldon,,Mr.,,,1862,1929,"[{""position"":""Representative"",""congressNumber"":52,""stateName"":""TX"",""parties"":[""Democrat""],""electionDate"":""1890-11-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":53,""stateName"":""TX"",""parties"":[""Democrat""],""electionDate"":""1892-11-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":54,""stateName"":""TX"",""parties"":[""Democrat""],""electionDate"":""1894-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":55,""stateName"":""TX"",""parties"":[""Democrat""],""electionDate"":""1896-11-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":56,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":57,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":58,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":59,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":60,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":61,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":62,""stateName"":""TX"",""parties"":[""Democrat""]}]"
B000046,Josiah,Bailey,William,Josiah,Bailey,William,,,,,1873,1946,"[{""position"":""Senator"",""congressNumber"":72,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":74,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":75,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":76,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":77,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":78,""stateName"":""NC"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":79,""stateName"":""NC"",""parties"":[""Democrat""]}]"
B000049,Theodorus,Bailey,,Theodorus,Bailey,,,Mr.,,,1758,1828,"[{""position"":""Representative"",""congressNumber"":3,""stateName"":""NY"",""parties"":[""Anti-Administration""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":4,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":6,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":7,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":8,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionCirca"":false}]"
B000053,David,Baird,,David,Baird,,,,Jr.,,1881,1955,"[{""position"":""Senator"",""congressNumber"":71,""stateName"":""NJ"",""parties"":[""Republican""]}]"
B000052,David,Baird,,David,Baird,,,,,,1839,1927,"[{""position"":""Senator"",""congressNumber"":65,""stateName"":""NJ"",""parties"":[""Republican""]}]"
B000058,David,Baker,Jewett,David,Baker,Jewett,,,,,1792,1869,"[{""position"":""Senator"",""congressNumber"":21,""stateName"":""IL"",""parties"":[""Democrat""]}]"
B000059,Edward,Baker,Dickinson,Edward,Baker,Dickinson,,Mr.,,,1811,1861,"[{""position"":""Representative"",""congressNumber"":29,""stateName"":""IL"",""parties"":[""Whig""],""electionDate"":""1844-08-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":31,""stateName"":""IL"",""parties"":[""Whig""],""electionDate"":""1848-08-07"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":36,""stateName"":""OR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":37,""stateName"":""OR"",""parties"":[""Republican""]}]"
