NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE,first
paine,5,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
pinckney,1,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
ross,6,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
schureman,3,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
tracy,4,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
wells,2,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
anderson,2,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
bloodworth,1,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
brown,1,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
chipman,2,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
cocke,3,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
dayton,1,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
franklin,1,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
goodhue,3,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
greene,3,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
gunn,1,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
hillhouse,2,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
langdon,3,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
laurance,13,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
livermore,3,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
lloyd,6,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
marshall,3,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
mason,2,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
nicholas,2,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
paine,1,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
pinckney,1,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
read,1,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
schureman,1,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
tracy,6,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
wells,1,Cmte bring bill prayer of Robinson & Harthorne,,Mar,28,1800,6,12,
anderson,3,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
baldwin,1,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
bingham,5,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
bloodworth,1,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
dayton,6,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
dexter,2,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
franklin,1,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
gunn,11,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
hillhouse,2,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
langdon,4,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
latimer,1,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
laurance,2,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
livermore,5,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
lloyd,2,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
mason,1,Cmte on Marine Corps bill,,Apr,1,1800,6,12,Stevens
paine,2,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
read,1,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
tracy,4,Cmte on Marine Corps bill,,Apr,1,1800,6,12,
anderson,3,Cmte on bill NW Territory,,Apr,1,1800,6,12,
baldwin,1,Cmte on bill NW Territory,,Apr,1,1800,6,12,
brown,9,Cmte on bill NW Territory,,Apr,1,1800,6,12,
chipman,2,Cmte on bill NW Territory,,Apr,1,1800,6,12,
cocke,1,Cmte on bill NW Territory,,Apr,1,1800,6,12,
dayton,1,Cmte on bill NW Territory,,Apr,1,1800,6,12,
dexter,3,Cmte on bill NW Territory,,Apr,1,1800,6,12,
goodhue,1,Cmte on bill NW Territory,,Apr,1,1800,6,12,
greene,1,Cmte on bill NW Territory,,Apr,1,1800,6,12,
gunn,5,Cmte on bill NW Territory,,Apr,1,1800,6,12,
hillhouse,2,Cmte on bill NW Territory,,Apr,1,1800,6,12,
langdon,2,Cmte on bill NW Territory,,Apr,1,1800,6,12,
laurance,2,Cmte on bill NW Territory,,Apr,1,1800,6,12,
livermore,3,Cmte on bill NW Territory,,Apr,1,1800,6,12,
marshall,1,Cmte on bill NW Territory,,Apr,1,1800,6,12,
paine,2,Cmte on bill NW Territory,,Apr,1,1800,6,12,
read,1,Cmte on bill NW Territory,,Apr,1,1800,6,12,
ross,8,Cmte on bill NW Territory,,Apr,1,1800,6,12,
tracy,3,Cmte on bill NW Territory,,Apr,1,1800,6,12,
bingham,9,Cmte inquire state of mint,,Apr,2,1800,6,12,
bloodworth,1,Cmte inquire state of mint,,Apr,2,1800,6,12,
cocke,1,Cmte inquire state of mint,,Apr,2,1800,6,12,
dayton,2,Cmte inquire state of mint,,Apr,2,1800,6,12,
dexter,6,Cmte inquire state of mint,,Apr,2,1800,6,12,
franklin,1,Cmte inquire state of mint,,Apr,2,1800,6,12,
goodhue,12,Cmte inquire state of mint,,Apr,2,1800,6,12,
hillhouse,15,Cmte inquire state of mint,,Apr,2,1800,6,12,
langdon,2,Cmte inquire state of mint,,Apr,2,1800,6,12,
laurance,5,Cmte inquire state of mint,,Apr,2,1800,6,12,
livermore,11,Cmte inquire state of mint,,Apr,2,1800,6,12,
lloyd,1,Cmte inquire state of mint,,Apr,2,1800,6,12,
marshall,2,Cmte inquire state of mint,,Apr,2,1800,6,12,
mason,1,Cmte inquire state of mint,,Apr,2,1800,6,12,
paine,5,Cmte inquire state of mint,,Apr,2,1800,6,12,
read,1,Cmte inquire state of mint,,Apr,2,1800,6,12,
ross,2,Cmte inquire state of mint,,Apr,2,1800,6,12,
tracy,10,Cmte inquire state of mint,,Apr,2,1800,6,12,
anderson,1,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
baldwin,1,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
bloodworth,1,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
brown,8,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
chipman,2,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
dayton,3,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
dexter,1,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
foster,1,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
franklin,2,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
goodhue,1,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
hillhouse,1,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
langdon,2,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
latimer,2,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
laurance,1,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
livermore,2,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
marshall,7,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
mason,2,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,Stevens
nicholas,2,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
paine,4,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
read,3,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
ross,12,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
schureman,1,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
tracy,3,Cmte on sale of lands in NW territory,,Apr,3,1800,6,12,
anderson,4,Cmte bill seat of govt,,Apr,8,1800,6,12,
baldwin,3,Cmte bill seat of govt,,Apr,8,1800,6,12,
bingham,2,Cmte bill seat of govt,,Apr,8,1800,6,12,
bloodworth,2,Cmte bill seat of govt,,Apr,8,1800,6,12,
brown,1,Cmte bill seat of govt,,Apr,8,1800,6,12,
chipman,1,Cmte bill seat of govt,,Apr,8,1800,6,12,
cocke,1,Cmte bill seat of govt,,Apr,8,1800,6,12,
dayton,1,Cmte bill seat of govt,,Apr,8,1800,6,12,
dexter,2,Cmte bill seat of govt,,Apr,8,1800,6,12,
franklin,1,Cmte bill seat of govt,,Apr,8,1800,6,12,
greene,1,Cmte bill seat of govt,,Apr,8,1800,6,12,
hillhouse,6,Cmte bill seat of govt,,Apr,8,1800,6,12,
langdon,4,Cmte bill seat of govt,,Apr,8,1800,6,12,
latimer,3,Cmte bill seat of govt,,Apr,8,1800,6,12,
laurance,2,Cmte bill seat of govt,,Apr,8,1800,6,12,
livermore,2,Cmte bill seat of govt,,Apr,8,1800,6,12,
lloyd,7,Cmte bill seat of govt,,Apr,8,1800,6,12,
mason,4,Cmte bill seat of govt,,Apr,8,1800,6,12,Stevens
nicholas,4,Cmte bill seat of govt,,Apr,8,1800,6,12,
paine,3,Cmte bill seat of govt,,Apr,8,1800,6,12,
read,4,Cmte bill seat of govt,,Apr,8,1800,6,12,
ross,9,Cmte bill seat of govt,,Apr,8,1800,6,12,
tracy,1,Cmte bill seat of govt,,Apr,8,1800,6,12,
anderson,3,Cmte bill arrangement army,,Apr,7,1800,6,12,
baldwin,2,Cmte bill arrangement army,,Apr,7,1800,6,12,
bloodworth,3,Cmte bill arrangement army,,Apr,7,1800,6,12,
brown,3,Cmte bill arrangement army,,Apr,7,1800,6,12,
chipman,1,Cmte bill arrangement army,,Apr,7,1800,6,12,
cocke,2,Cmte bill arrangement army,,Apr,7,1800,6,12,
dayton,4,Cmte bill arrangement army,,Apr,7,1800,6,12,
dexter,4,Cmte bill arrangement army,,Apr,7,1800,6,12,
foster,2,Cmte bill arrangement army,,Apr,7,1800,6,12,
franklin,2,Cmte bill arrangement army,,Apr,7,1800,6,12,
gunn,5,Cmte bill arrangement army,,Apr,7,1800,6,12,
hillhouse,2,Cmte bill arrangement army,,Apr,7,1800,6,12,
langdon,2,Cmte bill arrangement army,,Apr,7,1800,6,12,
laurance,1,Cmte bill arrangement army,,Apr,7,1800,6,12,
livermore,2,Cmte bill arrangement army,,Apr,7,1800,6,12,
lloyd,1,Cmte bill arrangement army,,Apr,7,1800,6,12,
marshall,4,Cmte bill arrangement army,,Apr,7,1800,6,12,
mason,10,Cmte bill arrangement army,,Apr,7,1800,6,12,Stevens
nicholas,3,Cmte bill arrangement army,,Apr,7,1800,6,12,
paine,1,Cmte bill arrangement army,,Apr,7,1800,6,12,
read,1,Cmte bill arrangement army,,Apr,7,1800,6,12,
ross,3,Cmte bill arrangement army,,Apr,7,1800,6,12,
tracy,6,Cmte bill arrangement army,,Apr,7,1800,6,12,
anderson,4,cmte on merchant vessels,,Apr,8,1800,6,12,
baldwin,3,cmte on merchant vessels,,Apr,8,1800,6,12,
bingham,4,cmte on merchant vessels,,Apr,8,1800,6,12,
brown,1,cmte on merchant vessels,,Apr,8,1800,6,12,
chipman,2,cmte on merchant vessels,,Apr,8,1800,6,12,
dexter,2,cmte on merchant vessels,,Apr,8,1800,6,12,
foster,2,cmte on merchant vessels,,Apr,8,1800,6,12,Theodore
franklin,1,cmte on merchant vessels,,Apr,8,1800,6,12,
goodhue,7,cmte on merchant vessels,,Apr,8,1800,6,12,
greene,1,cmte on merchant vessels,,Apr,8,1800,6,12,
gunn,1,cmte on merchant vessels,,Apr,8,1800,6,12,
langdon,2,cmte on merchant vessels,,Apr,8,1800,6,12,
latimer,2,cmte on merchant vessels,,Apr,8,1800,6,12,
laurance,2,cmte on merchant vessels,,Apr,8,1800,6,12,
livermore,2,cmte on merchant vessels,,Apr,8,1800,6,12,
marshall,3,cmte on merchant vessels,,Apr,8,1800,6,12,
mason,1,cmte on merchant vessels,,Apr,8,1800,6,12,Stevens
nicholas,6,cmte on merchant vessels,,Apr,8,1800,6,12,
read,3,cmte on merchant vessels,,Apr,8,1800,6,12,
ross,1,cmte on merchant vessels,,Apr,8,1800,6,12,
tracy,6,cmte on merchant vessels,,Apr,8,1800,6,12,
bingham,10,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
cocke,1,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
dayton,1,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
dexter,4,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
goodhue,2,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
greene,2,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
langdon,2,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
latimer,2,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
laurance,5,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
livermore,6,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
lloyd,2,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
mason,5,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
nicholas,4,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
paine,3,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
read,5,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
ross,1,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
tracy,4,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
wells,1,Cmte bill tariff on sugar and snuff,,Apr,8,1800,6,12,
baldwin,1,Cmte of Conference bill stamps,,Apr,8,1800,6,12,
chipman,8,Cmte of Conference bill stamps,,Apr,8,1800,6,12,
cocke,1,Cmte of Conference bill stamps,,Apr,8,1800,6,12,
dayton,1,Cmte of Conference bill stamps,,Apr,8,1800,6,12,
franklin,1,Cmte of Conference bill stamps,,Apr,8,1800,6,12,
langdon,2,Cmte of Conference bill stamps,,Apr,8,1800,6,12,
laurance,2,Cmte of Conference bill stamps,,Apr,8,1800,6,12,
livermore,1,Cmte of Conference bill stamps,,Apr,8,1800,6,12,
marshall,1,Cmte of Conference bill stamps,,Apr,8,1800,6,12,
mason,1,Cmte of Conference bill stamps,,Apr,8,1800,6,12,
nicholas,6,Cmte of Conference bill stamps,,Apr,8,1800,6,12,
ross,1,Cmte of Conference bill stamps,,Apr,8,1800,6,12,
tracy,14,Cmte of Conference bill stamps,,Apr,8,1800,6,12,
anderson,9,Cmte bill paymaster generals,,Apr,16,1800,6,13,
baldwin,2,Cmte bill paymaster generals,,Apr,16,1800,6,13,
brown,1,Cmte bill paymaster generals,,Apr,16,1800,6,13,
dayton,12,Cmte bill paymaster generals,,Apr,16,1800,6,13,
gunn,18,Cmte bill paymaster generals,,Apr,16,1800,6,13,
hillhouse,7,Cmte bill paymaster generals,,Apr,16,1800,6,13,
latimer,1,Cmte bill paymaster generals,,Apr,16,1800,6,13,
livermore,6,Cmte bill paymaster generals,,Apr,16,1800,6,13,
marshall,4,Cmte bill paymaster generals,,Apr,16,1800,6,13,
mason,1,Cmte bill paymaster generals,,Apr,16,1800,6,13,Stevens
nicholas,9,Cmte bill paymaster generals,,Apr,16,1800,6,13,
ross,2,Cmte bill paymaster generals,,Apr,16,1800,6,13,
tracy,1,Cmte bill paymaster generals,,Apr,16,1800,6,13,
wells,1,Cmte bill paymaster generals,,Apr,16,1800,6,13,
anderson,1,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
baldwin,3,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
bloodworth,6,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
brown,1,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
cocke,2,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
dexter,1,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
foster,6,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
franklin,2,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
goodhue,1,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
greene,2,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
gunn,1,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
livermore,4,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
lloyd,4,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
marshall,1,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
mason,1,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,Stevens
nicholas,1,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
paine,1,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
pinckney,1,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
ross,4,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
schureman,1,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
tracy,16,Cmte on bill Benj G Bulcke,,Apr,10,1800,6,13,
bingham,3,Cmte on CT cession,,Apr,14,1800,6,13,
brown,6,Cmte on CT cession,,Apr,14,1800,6,13,
chipman,5,Cmte on CT cession,,Apr,14,1800,6,13,
dayton,1,Cmte on CT cession,,Apr,14,1800,6,13,
dexter,4,Cmte on CT cession,,Apr,14,1800,6,13,
goodhue,4,Cmte on CT cession,,Apr,14,1800,6,13,
greene,1,Cmte on CT cession,,Apr,14,1800,6,13,
gunn,1,Cmte on CT cession,,Apr,14,1800,6,13,
langdon,2,Cmte on CT cession,,Apr,14,1800,6,13,
laurance,15,Cmte on CT cession,,Apr,14,1800,6,13,
livermore,4,Cmte on CT cession,,Apr,14,1800,6,13,
lloyd,1,Cmte on CT cession,,Apr,14,1800,6,13,
marshall,11,Cmte on CT cession,,Apr,14,1800,6,13,
mason,4,Cmte on CT cession,,Apr,14,1800,6,13,Stevens
nicholas,8,Cmte on CT cession,,Apr,14,1800,6,13,
read,12,Cmte on CT cession,,Apr,14,1800,6,13,
ross,18,Cmte on CT cession,,Apr,14,1800,6,13,
schureman,3,Cmte on CT cession,,Apr,14,1800,6,13,
tracy,14,Cmte on CT cession,,Apr,14,1800,6,13,
wells,1,Cmte on CT cession,,Apr,14,1800,6,13,
anderson,5,Cmte on bill Arsenals,,Apr,17,1800,6,13,
baldwin,1,Cmte on bill Arsenals,,Apr,17,1800,6,13,
bingham,3,Cmte on bill Arsenals,,Apr,17,1800,6,13,
bloodworth,3,Cmte on bill Arsenals,,Apr,17,1800,6,13,
brown,1,Cmte on bill Arsenals,,Apr,17,1800,6,13,
cocke,2,Cmte on bill Arsenals,,Apr,17,1800,6,13,
dayton,6,Cmte on bill Arsenals,,Apr,17,1800,6,13,
dexter,1,Cmte on bill Arsenals,,Apr,17,1800,6,13,
foster,1,Cmte on bill Arsenals,,Apr,17,1800,6,13,Theodore
goodhue,2,Cmte on bill Arsenals,,Apr,17,1800,6,13,
greene,3,Cmte on bill Arsenals,,Apr,17,1800,6,13,
gunn,2,Cmte on bill Arsenals,,Apr,17,1800,6,13,
langdon,2,Cmte on bill Arsenals,,Apr,17,1800,6,13,
laurance,1,Cmte on bill Arsenals,,Apr,17,1800,6,13,
livermore,2,Cmte on bill Arsenals,,Apr,17,1800,6,13,
lloyd,2,Cmte on bill Arsenals,,Apr,17,1800,6,13,
mason,2,Cmte on bill Arsenals,,Apr,17,1800,6,13,Stevens
nicholas,3,Cmte on bill Arsenals,,Apr,17,1800,6,13,
paine,1,Cmte on bill Arsenals,,Apr,17,1800,6,13,
read,1,Cmte on bill Arsenals,,Apr,17,1800,6,13,
ross,1,Cmte on bill Arsenals,,Apr,17,1800,6,13,
schureman,1,Cmte on bill Arsenals,,Apr,17,1800,6,13,
tracy,7,Cmte on bill Arsenals,,Apr,17,1800,6,13,
wells,1,Cmte on bill Arsenals,,Apr,17,1800,6,13,
anderson,2,Cmte on lighthouses,,Apr,15,1800,6,13,
baldwin,1,Cmte on lighthouses,,Apr,15,1800,6,13,
bingham,1,Cmte on lighthouses,,Apr,15,1800,6,13,
bloodworth,2,Cmte on lighthouses,,Apr,15,1800,6,13,
chipman,2,Cmte on lighthouses,,Apr,15,1800,6,13,
cocke,1,Cmte on lighthouses,,Apr,15,1800,6,13,
dayton,1,Cmte on lighthouses,,Apr,15,1800,6,13,
dexter,1,Cmte on lighthouses,,Apr,15,1800,6,13,
foster,1,Cmte on lighthouses,,Apr,15,1800,6,13,
franklin,1,Cmte on lighthouses,,Apr,15,1800,6,13,
goodhue,6,Cmte on lighthouses,,Apr,15,1800,6,13,
greene,5,Cmte on lighthouses,,Apr,15,1800,6,13,
gunn,2,Cmte on lighthouses,,Apr,15,1800,6,13,
hillhouse,6,Cmte on lighthouses,,Apr,15,1800,6,13,
langdon,6,Cmte on lighthouses,,Apr,15,1800,6,13,
laurance,2,Cmte on lighthouses,,Apr,15,1800,6,13,
livermore,3,Cmte on lighthouses,,Apr,15,1800,6,13,
lloyd,1,Cmte on lighthouses,,Apr,15,1800,6,13,
marshall,1,Cmte on lighthouses,,Apr,15,1800,6,13,
mason,1,Cmte on lighthouses,,Apr,15,1800,6,13,Stevens
nicholas,2,Cmte on lighthouses,,Apr,15,1800,6,13,
pinckney,1,Cmte on lighthouses,,Apr,15,1800,6,13,
read,1,Cmte on lighthouses,,Apr,15,1800,6,13,
schureman,2,Cmte on lighthouses,,Apr,15,1800,6,13,
wells,2,Cmte on lighthouses,,Apr,15,1800,6,13,
anderson,1,Cmte on appropriations,,Apr,15,1800,6,13,
bingham,5,Cmte on appropriations,,Apr,15,1800,6,13,
bloodworth,2,Cmte on appropriations,,Apr,15,1800,6,13,
brown,2,Cmte on appropriations,,Apr,15,1800,6,13,
cocke,2,Cmte on appropriations,,Apr,15,1800,6,13,
dayton,2,Cmte on appropriations,,Apr,15,1800,6,13,
dexter,1,Cmte on appropriations,,Apr,15,1800,6,13,
goodhue,2,Cmte on appropriations,,Apr,15,1800,6,13,
greene,3,Cmte on appropriations,,Apr,15,1800,6,13,
gunn,2,Cmte on appropriations,,Apr,15,1800,6,13,
hillhouse,1,Cmte on appropriations,,Apr,15,1800,6,13,
langdon,1,Cmte on appropriations,,Apr,15,1800,6,13,
latimer,1,Cmte on appropriations,,Apr,15,1800,6,13,
laurance,3,Cmte on appropriations,,Apr,15,1800,6,13,
livermore,1,Cmte on appropriations,,Apr,15,1800,6,13,
marshall,3,Cmte on appropriations,,Apr,15,1800,6,13,
mason,3,Cmte on appropriations,,Apr,15,1800,6,13,
nicholas,3,Cmte on appropriations,,Apr,15,1800,6,13,
read,4,Cmte on appropriations,,Apr,15,1800,6,13,
schureman,2,Cmte on appropriations,,Apr,15,1800,6,13,
tracy,8,Cmte on appropriations,,Apr,15,1800,6,13,
wells,2,Cmte on appropriations,,Apr,15,1800,6,13,
anderson,1,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
baldwin,1,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
bingham,1,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
brown,3,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
chipman,1,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
dayton,4,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
dexter,6,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
foster,2,Cmte on bill to punish crimes,,Apr,16,1800,6,13,Theodore
greene,1,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
gunn,1,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
hillhouse,1,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
langdon,3,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
latimer,2,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
laurance,2,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
livermore,2,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
marshall,2,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
mason,3,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
nicholas,2,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
read,5,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
schureman,2,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
tracy,2,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
wells,1,Cmte on bill to punish crimes,,Apr,16,1800,6,13,
anderson,7,Cmte bill jurors recommitted,,Apr,16,1800,6,13,
baldwin,1,Cmte bill jurors recommitted,,Apr,16,1800,6,13,
chipman,7,Cmte bill jurors recommitted,,Apr,16,1800,6,13,
dayton,10,Cmte bill jurors recommitted,,Apr,16,1800,6,13,
dexter,3,Cmte bill jurors recommitted,,Apr,16,1800,6,13,
foster,1,Cmte bill jurors recommitted,,Apr,16,1800,6,13,Theodore
franklin,4,Cmte bill jurors recommitted,,Apr,16,1800,6,13,
